,hart_pa,winding,n_arms
20902000,15.305479490607976,1.5362861603498459,0.9071820378303528
20902007,15.034614935405552,1.2722768224775791,1.9924704432487488
20902023,15.527455007769166,1.491800107061863,1.2959140967577696
20902031,13.719973568804562,1.340612892061472,0.6463611125946045
20902048,18.83985485866666,2.1130426824092865,0.7998253628611565
20902059,18.744129860885444,1.9089999869465828,1.7259999569505453
20902062,20.187910113036633,1.73300002515316,3.6989999637007713
20902073,16.72129183720797,1.6317197941243649,1.5286436527967453
20902086,20.685347294509413,2.157825320959091,2.0
20902008,19.85611503109336,2.0861098021268845,1.7135350704193115
20902018,16.12002469971776,1.551134169101715,1.46100003272295
20902040,19.56456050410867,1.9680000692605972,2.0680000483989716
20902052,21.240257629454135,2.244938403367996,2.0
20902053,21.25949075475335,2.229975674301386,2.088112084195018
20902055,20.611709879338743,1.862999975681305,3.388000026345253
20902060,15.962346518337727,1.5786102861166,1.2050761505961418
20902061,22.413836271762847,2.450881242752075,1.8936328887939453
20902064,21.67717059917748,2.1151490584015846,2.9720546901226044
20902065,17.617064926475287,1.6761483401060104,2.0
20901992,20.140761235132814,1.9701506197452545,2.5006936825811863
20901996,17.984756626822055,1.6846472918987274,2.2411949057132006
20902002,18.984889813661574,2.0269999653100967,1.3330000266432762
20902013,16.311302932947875,1.5142274498939514,1.788980059325695
20902015,15.890440796017646,1.5233472883701324,1.420552745461464
20902017,16.694955640882256,1.469449833035469,2.303507849574089
20901998,18.627955023944377,1.8517116755247116,1.9173474237322807
20902005,15.57316002100706,1.624359518289566,0.6815306842327118
20902016,19.53902593135834,2.1245177537202835,1.2814214155077934
20902051,14.650620949417352,1.2070582807064056,2.0166613087058067
20902054,17.780533352307977,1.6457539908587933,2.2746772542595863
20902063,19.141092608571054,1.8376440703868866,2.380999907851219
20901994,18.987714741528038,1.9916458427906036,1.50840824842453
20901990,20.73078979715705,2.0269999653100967,2.676000013947487
20902001,18.30979760095477,1.8744598776102066,1.5611447542905807
20902003,14.806598166003823,1.4073330461978912,1.1552974320948124
20901995,18.53399518571794,1.8587151616811752,1.8107535429298878
20901999,25.46750836059451,2.908557042479515,2.0
20902026,15.265331923738122,1.3867328688502312,1.6091104224324226
20902027,17.733752772808074,1.8594737946987152,1.1914651542901993
20902030,20.093212813064454,2.0216544419527054,2.211749244481325
20902049,20.011375380754473,2.068646788597107,1.9185348749160767
20902066,13.272732245326042,1.2519130110740662,0.7369587421417236
20902068,15.82363851338625,1.3916101455688477,2.0146783739328384
20902074,13.673564008437097,1.0639955401420593,1.9660864751785994
20902076,16.443858998790382,1.5125755220651627,1.8990407101809978
20902078,13.22340506054461,1.0957559496164322,1.4641843549907207
20902022,18.363821005299688,1.7627559453248978,2.150050487369299
20902032,19.895710115730765,2.0505878925323486,1.9180501848459244
20902033,15.645476235058158,1.354763550683856,2.0581787824630737
20902037,24.44135397851467,2.674856975674629,2.355780802667141
20902070,20.381633474864067,2.06584020704031,2.2171010430902243
20902071,18.00580945119262,1.7920551151037216,1.7310910522937775
20902072,15.259651833921671,1.424841657280922,1.4180080592632294
20902079,14.531052245795728,1.2103109657764435,1.9087472259998322
20902083,18.104279159903527,1.7738589644432068,1.8959981203079224
20901993,16.786885142475366,1.5597975999116898,1.931518793106079
20902010,16.319690408669413,1.5427744090557098,1.655551863834262
20902011,19.01665721707046,1.5025586858391762,3.9271987602114677
20902014,17.41772108823061,1.7385586649179459,1.5408479943871498
20902019,14.558916778191925,1.50933188945055,0.4649789556860924
20902035,19.07732865665108,1.818159431219101,2.4274254459887743
20902006,22.005759439133108,2.3641529083251953,2.004696471616626
20902029,17.27396545048803,1.4540434144437313,2.8243914619088173
20902012,23.564825165756044,2.613404121249914,1.982646856456995
20902043,23.31315229874104,2.4300194941461086,2.6876370161771774
20902046,18.737750812619925,1.9508485049009323,1.516035258769989
20902004,18.33369001112878,1.795131966471672,1.9682302959263325
20902020,19.785792199373244,2.0345210134983063,1.9122256487607956
20902025,,,
20902028,19.91232578009367,2.098699390888214,1.695085123181343
20901991,,,
20901997,17.511949489191174,1.7217686846852303,1.6956022828817368
20902009,17.11202199831605,1.6058145761489868,1.9561408832669258
20902021,14.049988527670504,1.2156012058258057,1.5127760358154774
20902045,14.501647749096154,1.343307912349701,1.2344433441758156
20902024,19.01683652944863,1.99807471036911,1.4993081726133823
20902042,15.005250237956643,1.2788125276565552,1.9378572590649128
20902056,,,
20902038,21.2853591683507,2.2211012691259384,2.151495449244976
20902041,18.91637935325503,1.7739999145269394,2.519999921321869
20902057,17.68933178409934,1.6628560721874237,2.1207220032811165
20902069,18.87157125785947,1.868617907166481,2.0219039916992188
20902075,21.2384807254374,2.2080651372671127,2.179312154650688
20902080,19.211309144943954,1.8723170906305313,2.2651148289442062
20902085,13.1872151850909,1.1913532838225365,0.9679190516471863
20902044,12.09815488498658,1.0665924698114395,0.7415083479136229
20902039,16.127616508603097,1.3589210510253906,2.40868416428566
20902036,23.347876530624927,2.5409068427979946,2.1709999553859234
20902081,13.843782059028744,1.3282253108918667,0.8022975604981184
20902082,17.125350043885412,1.5766183100640774,2.109454929828644
20902077,19.112475012615324,1.9218930155038834,1.9461665414273739
20902050,17.440787226520477,1.3821921609342098,3.3047870472073555
20902084,15.17323745727539,1.573314629495144,0.6240178979933262
20902058,16.57533999040723,1.472000002861023,2.1989999786019325
20902034,17.385263701677324,1.8128740787506104,1.151735246181488
20902047,20.146604654863477,2.1329150050878525,1.7076431326568127
20902067,15.825467467680575,1.4670129790902138,1.6466113775968552
21097008,18.756152720488608,1.5637033879756927,3.427201645448804
21096966,15.734335031546653,1.387276828289032,1.9672166425734758
21096794,16.060359662361442,1.3648444414138794,2.3279235158115625
21096824,19.145359859615564,1.9395034313201904,1.885171540081501
21096992,21.58497180067003,2.3227856904268265,1.8837130405008793
21097001,19.69284765344113,2.010418251156807,1.9588333796709776
21097016,17.37406021527946,1.6380000337958336,2.0
21096853,21.150418386384846,2.393942140042782,1.2007745802402496
21096836,16.11380120418966,1.4774811267852783,1.817112635821104
21096811,19.76444051086903,1.8641872107982635,2.7304369062185287
21096870,15.319070989191532,1.1564221680164337,2.7789705991744995
21096924,19.78347008422017,2.0299395322799683,1.9328886643052101
21096815,17.420562619417908,1.8601988404989243,0.9469969272613525
21096804,19.826401678919794,1.8656360507011414,2.771000027656555
21096996,21.751664617657664,2.325222074985504,2.0
21096927,24.452110941931608,2.7491539940238,2.0
21096843,21.753481949530542,2.3201449811458588,2.026275707408786
21096948,17.49923620477319,1.8574178665876389,1.021141842007637
21097012,22.710538472309707,2.584999032318592,1.4646881818771362
21096944,21.537310048490763,2.2730000019073486,2.0910000279545784
21096974,23.03412978000939,2.388999968767166,2.673999983817339
21096986,19.593652706891298,2.041155442595482,1.7319173365831375
21096990,18.705468808934093,1.8394851088523865,2.0368835888803005
21096838,20.100574536845087,1.8411447703838348,3.101909499615431
21096833,20.130526515990496,2.0201005041599274,2.2480663880705833
21096930,17.365482405275106,1.7118480205535889,1.6315465494990349
21096935,21.80998921483755,2.3343782126903534,2.0
21096787,17.510650655627252,1.5766670480370522,2.4056011997163296
21096955,16.537089161649348,1.7061432972550392,1.0222741216421127
21096976,21.37541822042316,2.296944074332714,1.8491418976336718
21096983,14.297481710612773,1.3539773225784302,1.025112435221672
21096950,22.035612853616477,2.3483079224824905,2.1053010672330856
21096847,20.324486575871706,2.15500807762146,1.7362193241715431
21097005,12.805644724592566,1.1276184543967247,0.9867039769887924
21096994,11.897485827729106,1.029944621026516,0.7667219936847687
21096846,15.147592312917114,1.2678643465042114,2.1009972505271435
21096891,18.781925167143346,1.640158325433731,3.0723974108695984
21096808,13.175772330760955,1.160159319639206,1.1119672805070877
21096863,14.265684009194375,1.3546911478042603,0.9971549212932587
21096888,20.3297279445827,2.095036417245865,2.0341122820973396
21096884,14.214894505962729,1.315936028957367,1.1479861550033092
21096962,15.50662069015205,1.479291532188654,1.3411797154694796
21096922,16.9036903324537,1.5740049090236425,1.9517531245946884
21096790,18.09833698324859,1.5437420830130577,3.018999934196472
21096934,21.89182031750679,2.1360000520944595,3.0349999889731407
21096969,20.593767944574356,2.1701959371566772,1.8689383268356323
21096941,25.692269792854788,2.912157863378525,2.155249387025833
21096952,17.328521364554764,1.6798088625073433,1.7601068541407585
21097019,15.186718086898328,1.5497384518384933,0.7499108836054802
21096972,16.671374630387874,1.3396627064794302,2.9213255308568478
21096900,15.234780040420592,1.473999995738268,1.1580000519752502
21096987,15.698773881196976,1.5557461977005005,1.1143620014190674
21096860,21.621019362844525,2.2796361446380615,2.1228747088462114
21096885,15.933132382556796,1.4679231084883213,1.7249709088355303
21096807,14.47570981696248,1.3429999724030495,1.2159999944269657
21096940,19.737460217662157,1.9467537701129913,2.30510669387877
21096945,17.198834696300327,1.6339933089911938,1.8848440907895565
21096959,17.366706062853336,1.7278211861848831,1.55421931296587
21096909,20.066538346111777,1.9784361571073532,2.403000019490719
21096782,17.135682781897486,1.5631429553031921,2.1834324281662703
21096801,21.344801910370588,2.2068899124860764,2.2668562829494476
21096857,17.520216841697692,1.7367589250206947,1.6285096071660519
21096915,16.06286904335022,1.4011190235614777,2.152108356356621
21096814,17.877059370726347,1.665020227432251,2.254523478448391
21096979,15.371113608013838,1.3767232056707144,1.7395282983779907
21096784,15.19012061022222,1.4204836934804916,1.3858765251934528
21096874,17.101390578746795,1.607048511505127,1.941916584968567
21096850,19.972202091366054,1.9911864548921585,2.2679572105407715
21096998,19.705440408326684,1.7067352496087551,3.456566821783781
21096877,19.446875198893252,1.819846536964178,2.7034251987934113
21096821,16.329891031049193,1.4176895208656788,2.2763144485652447
21096917,15.524692972898483,1.377795934677124,1.8524098992347717
21096982,25.058668271601203,2.8443749248981476,2.0
21096867,19.29625060014427,1.7535802349448204,2.9122650027275085
21096912,15.684582991786302,1.3551694490015507,2.0862720012664795
21097003,18.472996600568294,1.8105175197124481,2.0
21096840,13.485147224664688,1.2979490756988525,0.674778163433075
21096881,16.536265577077867,1.6020734012126923,1.531583085656166
21096893,20.346035927385092,2.1702005565166473,1.678352601826191
21096795,21.593210176303984,2.2630000188946724,2.1830000430345535
21096854,15.588256465047598,1.3787955045700073,1.896407000720501
21096878,18.526740702614187,1.5405544191598892,3.3641608096659184
21096791,15.684196029901504,1.2417213693261147,2.641869928687811
21096964,17.07217008523643,1.6680539399385452,1.6205126829445362
21096931,15.460867749378085,1.4911338165402412,1.2479579523205757
21096957,12.79208008363843,1.1540000140666962,0.8469999954104424
21096902,14.592812781184913,1.366519145667553,1.1908352486789227
21096818,20.647154000103473,2.00573468208313,2.715864673256874
21097014,23.15743530496955,2.574195459485054,1.8613924831151962
21096831,21.92752150401473,2.5569878965616226,0.9996220022439957
21096905,18.89427423506975,1.7962887585163116,2.3937806487083435
21096898,13.820046579390764,1.2161236703395844,1.3333375379443169
21096907,20.62519830018282,1.8825897872447968,3.3023856580257416
21096825,16.069859251603482,1.477747768163681,1.7820045910775661
21096919,17.644608673453334,1.6034898459911346,2.3772141188383102
21096864,15.305557115636766,1.3303460516035557,1.9163482822477818
21096798,16.58399067506194,1.4601160436868668,2.2638857513666153
21096895,14.20463412731886,1.3282228708267212,1.07988803088665
21096872,16.277576460689307,1.40789295732975,2.2840756326913834
21097009,15.331087345778942,1.4722033590078354,1.240886114537716
21686553,19.01683652944863,1.99807471036911,1.4993081726133823
21686558,17.27396545048803,1.4540434144437313,2.8243914619088173
21686502,17.984756626822055,1.6846472918987274,2.2411949057132006
21686515,18.984889813661574,2.0269999653100967,1.3330000266432762
21686495,,,
21686607,13.22340506054461,1.0957559496164322,1.4641843549907207
21686517,14.806598166003823,1.4073330461978912,1.1552974320948124
21686608,14.531052245795728,1.2103109657764435,1.9087472259998322
21686575,18.737750812619925,1.9508485049009323,1.516035258769989
21686572,23.31315229874104,2.4300194941461086,2.6876370161771774
21686554,,,
21686600,18.00580945119262,1.7920551151037216,1.7310910522937775
21686513,18.30979760095477,1.8744598776102066,1.5611447542905807
21686610,13.843782059028744,1.3282253108918667,0.8022975604981184
21686604,21.2384807254374,2.2080651372671127,2.179312154650688
21686537,19.01665721707046,1.5025586858391762,3.9271987602114677
21686559,20.093212813064454,2.0216544419527054,2.211749244481325
21686498,20.140761235132814,1.9701506197452545,2.5006936825811863
21686556,17.733752772808074,1.8594737946987152,1.1914651542901993
21686544,15.890440796017646,1.5233472883701324,1.420552745461464
21686615,20.685347294509413,2.157825320959091,2.0
21686606,19.112475012615324,1.9218930155038834,1.9461665414273739
21686557,19.91232578009367,2.098699390888214,1.695085123181343
21686566,24.44135397851467,2.674856975674629,2.355780802667141
21686570,18.91637935325503,1.7739999145269394,2.519999921321869
21686613,15.17323745727539,1.573314629495144,0.6240178979933262
21686523,22.005759439133108,2.3641529083251953,2.004696471616626
21686510,15.305479490607976,1.5362861603498459,0.9071820378303528
21686529,19.85611503109336,2.0861098021268845,1.7135350704193115
21686585,,,
21686568,16.127616508603097,1.3589210510253906,2.40868416428566
21686548,14.558916778191925,1.50933188945055,0.4649789556860924
21686612,18.104279159903527,1.7738589644432068,1.8959981203079224
21686587,16.57533999040723,1.472000002861023,2.1989999786019325
21686542,16.311302932947875,1.5142274498939514,1.788980059325695
21686579,17.440787226520477,1.3821921609342098,3.3047870472073555
21686501,18.53399518571794,1.8587151616811752,1.8107535429298878
21686603,13.673564008437097,1.0639955401420593,1.9660864751785994
21686602,16.72129183720797,1.6317197941243649,1.5286436527967453
21686583,17.780533352307977,1.6457539908587933,2.2746772542595863
21686595,13.272732245326042,1.2519130110740662,0.7369587421417236
21686497,,,
21686577,18.83985485866666,2.1130426824092865,0.7998253628611565
21686546,16.694955640882256,1.469449833035469,2.303507849574089
21686592,19.141092608571054,1.8376440703868866,2.380999907851219
21686597,15.82363851338625,1.3916101455688477,2.0146783739328384
21686574,14.501647749096154,1.343307912349701,1.2344433441758156
21686567,21.2853591683507,2.2211012691259384,2.151495449244976
21686571,15.005250237956643,1.2788125276565552,1.9378572590649128
21686598,18.87157125785947,1.868617907166481,2.0219039916992188
21686582,21.25949075475335,2.229975674301386,2.088112084195018
21686539,23.564825165756044,2.613404121249914,1.982646856456995
21686564,19.07732865665108,1.818159431219101,2.4274254459887743
21686594,17.617064926475287,1.6761483401060104,2.0
21686588,18.744129860885444,1.9089999869465828,1.7259999569505453
21686503,17.511949489191174,1.7217686846852303,1.6956022828817368
21686561,19.895710115730765,2.0505878925323486,1.9180501848459244
21686532,17.11202199831605,1.6058145761489868,1.9561408832669258
21686605,16.443858998790382,1.5125755220651627,1.8990407101809978
21686573,12.09815488498658,1.0665924698114395,0.7415083479136229
21686578,20.011375380754473,2.068646788597107,1.9185348749160767
21686555,15.265331923738122,1.3867328688502312,1.6091104224324226
21686599,20.381633474864067,2.06584020704031,2.2171010430902243
21686563,17.385263701677324,1.8128740787506104,1.151735246181488
21686552,15.527455007769166,1.491800107061863,1.2959140967577696
21686593,21.67717059917748,2.1151490584015846,2.9720546901226044
21686521,15.57316002100706,1.624359518289566,0.6815306842327118
21686549,19.785792199373244,2.0345210134983063,1.9122256487607956
21686596,15.825467467680575,1.4670129790902138,1.6466113775968552
21686500,18.987714741528038,1.9916458427906036,1.50840824842453
21686569,19.56456050410867,1.9680000692605972,2.0680000483989716
21686496,20.73078979715705,2.0269999653100967,2.676000013947487
21686519,18.33369001112878,1.795131966471672,1.9682302959263325
21686550,14.049988527670504,1.2156012058258057,1.5127760358154774
21686499,16.786885142475366,1.5597975999116898,1.931518793106079
21686526,15.034614935405552,1.2722768224775791,1.9924704432487488
21686576,20.146604654863477,2.1329150050878525,1.7076431326568127
21686614,13.1872151850909,1.1913532838225365,0.9679190516471863
21686611,17.125350043885412,1.5766183100640774,2.109454929828644
21686508,25.46750836059451,2.908557042479515,2.0
21686535,16.319690408669413,1.5427744090557098,1.655551863834262
21686580,14.650620949417352,1.2070582807064056,2.0166613087058067
21686562,15.645476235058158,1.354763550683856,2.0581787824630737
21686591,20.187910113036633,1.73300002515316,3.6989999637007713
21686545,19.53902593135834,2.1245177537202835,1.2814214155077934
21686543,17.41772108823061,1.7385586649179459,1.5408479943871498
21686505,18.627955023944377,1.8517116755247116,1.9173474237322807
21686586,17.68933178409934,1.6628560721874237,2.1207220032811165
21686589,15.962346518337727,1.5786102861166,1.2050761505961418
21686584,20.611709879338743,1.862999975681305,3.388000026345253
21686560,13.719973568804562,1.340612892061472,0.6463611125946045
21686551,18.363821005299688,1.7627559453248978,2.150050487369299
21686547,16.12002469971776,1.551134169101715,1.46100003272295
21686590,22.413836271762847,2.450881242752075,1.8936328887939453
21686581,21.240257629454135,2.244938403367996,2.0
21686609,19.211309144943954,1.8723170906305313,2.2651148289442062
21686601,15.259651833921671,1.424841657280922,1.4180080592632294
21686565,23.347876530624927,2.5409068427979946,2.1709999553859234
